Date;Close;High;Low;Open;Volume
;066570.KS;066570.KS;066570.KS;066570.KS;066570.KS
25/01/2010;95968.390625;96408.60851630532;94207.49802858722;94207.49802858722;1032166
26/01/2010;95087.921875;97729.25673812556;92886.81883625643;97289.03192413937;1381072
27/01/2010;93327.0546875;95087.9402631745;92006.38700054555;94207.49747533725;1698245
28/01/2010;96848.8359375;97729.27875341225;92006.38993438658;93327.05766345364;1551449
29/01/2010;95968.390625;96848.83341800781;92886.8373442741;95528.16572329751;1544555
01/02/2010;97729.296875;98609.73985416959;93767.29996353753;96408.62890104628;1110516
02/02/2010;97729.296875;99490.18283333916;96408.62890104628;99049.9648489537;1012370
03/02/2010;99490.1640625;99930.38897422676;98169.50334811442;99490.1640625;891148
04/02/2010;98609.6953125;99930.36268991268;97729.25273102339;99490.13789397661;540892
05/02/2010;95087.921875;95528.14668898619;93767.26145383302;94207.47925742342;828753
08/02/2010;95968.390625;96848.83341800781;94647.7229302897;95528.16572329751;662161
09/02/2010;96408.6171875;97289.0600596967;95087.94937400604;95528.1743153033;485379
10/02/2010;100370.6015625;100810.82645092372;96848.83049669808;98169.49815157229;1565109
11/02/2010;100370.6015625;101691.2692173742;99049.94091802277;101691.2692173742;833360
12/02/2010;101251.03125;101251.03125;98609.69646432223;100370.58164784369;642682
16/02/2010;100810.8125;102131.47997211076;99930.36985539149;100370.58767249774;503597
17/02/2010;101691.2578125;102571.7004802071;100810.8151447929;102131.48265155165;668915
18/02/2010;102571.71875;103452.16157452916;101691.27592547084;101691.27592547084;1172692
19/02/2010;101251.03125;102131.47384176073;99490.13905608296;101691.24904068258;830159
22/02/2010;103011.9375;103011.9375;101691.26983707769;102131.49472818413;726466
23/02/2010;100370.6015625;103011.9368722484;99490.15879604952;103011.9368722484;1188430
24/02/2010;96848.8359375;98609.7215693245;96408.6110243452;98609.7215693245;1350275
25/02/2010;93327.0546875;97729.2756370834;92886.83679877994;96848.83284924614;2319195
26/02/2010;94207.5;95087.94281143219;92886.83928805037;94207.5;864942
02/03/2010;95087.921875;96408.58930656279;94647.70407140961;95528.14668898619;664516
03/03/2010;95528.1640625;95968.388956549;93767.27850709813;94207.49639075006;617253
04/03/2010;93327.0546875;96408.60795012895;92006.38700054555;95528.1651622917;1936625
05/03/2010;92006.375;94207.48518769721;91125.93232700037;93327.04251469758;2877796
08/03/2010;92886.8359375;93767.27871717347;92006.38614742945;93767.27871717347;1443850
09/03/2010;91566.1640625;92446.60680178611;90685.72132321389;92006.38192694468;1546657
10/03/2010;93767.2890625;93767.2890625;90685.73548845711;91125.95342166447;1300588
11/03/2010;93767.2890625;95087.94987251991;93327.06411889479;93767.2890625;1181178
12/03/2010;94207.5;95087.94281143219;93327.0571885678;94207.5;595281
15/03/2010;92446.6015625;94647.7117911687;92446.6015625;94207.48694127641;598460
16/03/2010;92006.375;92446.59984169794;90685.71449569866;92446.59984169794;1062971
17/03/2010;94647.7265625;95087.94447069915;91566.1731635161;92446.61599031185;1648829
18/03/2010;95528.1640625;96408.60684020093;94647.72128479906;94647.72128479906;1098656
19/03/2010;95968.390625;95968.390625;93767.28013728191;95528.16572329751;874657
22/03/2010;94207.5;95528.16772234696;93767.28209948256;95087.94281143219;758023
23/03/2010;93767.2890625;95528.17481612512;92886.84618568743;95087.94987251991;1598363
24/03/2010;95528.1640625;95968.388956549;94647.72128479906;95528.1640625;1486272
25/03/2010;101691.2578125;101691.2578125;95968.37696720572;96408.5947958612;3587645
26/03/2010;103011.9375;104332.60516292232;102131.49472818413;103011.9375;2209238
29/03/2010;103011.9375;103892.38027181587;101691.26983707769;102131.49472818413;1223770
30/03/2010;103452.1640625;104332.61391860097;102131.50329914378;103892.38899055048;1101768
31/03/2010;101251.03125;103452.13422420404;101251.03125;103011.91643352146;1008199
01/04/2010;104772.8125;105653.25518321403;101251.04176714386;101251.04176714386;1922550
02/04/2010;106973.9296875;108294.59730362138;104332.601465654;104772.81933076329;1854922
05/04/2010;107414.15625;108294.59900444314;105213.04585869372;107414.15625;1005268
06/04/2010;108294.6015625;108294.6015625;105653.26622638201;107854.37666968133;995200
07/04/2010;104772.8125;107854.36539644728;104772.8125;107414.14756003841;1278377
08/04/2010;105653.2578125;106533.70752802122;104772.81510737528;104772.81510737528;949146
09/04/2010;104772.8125;106093.48003001921;103011.92713357194;105653.25518321403;931235
12/04/2010;103452.1640625;106533.72453805816;102571.72121679665;105653.27468195719;693795
13/04/2010;104772.8125;106533.70487682438;103011.92713357194;103452.1449699808;825225
14/04/2010;108734.8125;109615.2622294028;106533.70920768278;106533.70920768278;2006837
15/04/2010;109175.03125;110495.69875973935;107854.36374026065;108734.80640995482;1402490
16/04/2010;108294.6015625;108734.81944492164;106533.71601201937;108294.6015625;713027
19/04/2010;107854.375;108294.5998860036;106093.48947677943;106093.48947677943;697783
20/04/2010;107414.15625;108734.81687646626;106533.71349555686;107854.37412202313;754150
21/04/2010;108734.8125;109175.03736470139;107414.15192668898;107854.36978099379;1110359
22/04/2010;108294.6015625;108294.6015625;106533.71601201937;107854.37666968133;709639
23/04/2010;109175.03125;109615.25609004518;106533.70324091752;108294.58858030583;965653
26/04/2010;109615.2734375;110055.49133681683;108294.6057187549;109175.04852778587;931045
27/04/2010;112696.8125;114017.47304107143;110055.47739706431;110495.70225101907;2127359
28/04/2010;112256.59375;114457.70411866636;110495.70825922563;110935.92612672082;2080544
29/04/2010;109175.03125;112696.80893917284;108294.58858030583;112256.58409912766;1629376
30/04/2010;107414.15625;110935.92726777254;106093.48861313685;109615.26664130627;1959536
03/05/2010;105213.0390625;108294.59200919775;104772.81420851614;106533.70661405516;995359
04/05/2010;101691.2578125;106093.4781614317;100810.8151447929;105653.25332238006;2106615
06/05/2010;100810.8125;103011.92261671927;98609.70238328073;99049.92721078299;1085575
07/05/2010;99930.375;103011.92791997206;97729.26476996334;98609.70745989872;1927787
10/05/2010;103011.9375;104332.60516292232;100370.60217415539;100370.60217415539;1117138
11/05/2010;102571.71875;104772.82931652162;100370.60818347837;104772.82931652162;1000819
12/05/2010;99490.1640625;102571.7174133953;98609.72124944383;101691.27460033911;2067135
13/05/2010;99490.1640625;102571.7174133953;99490.1640625;100810.83178728294;1252330
14/05/2010;98169.5;100810.82834908484;96848.83232025903;99049.94278302828;1672355
17/05/2010;95968.390625;97289.05130931312;95087.94082159501;97289.05130931312;1217484
18/05/2010;92446.6015625;96408.59716994512;91125.9340232195;95968.37933044918;1826482
19/05/2010;90685.71875;92446.60417860695;88484.60845904301;91566.16146430348;2018736
20/05/2010;88924.8203125;92446.59794254608;88044.3776575875;91125.93045497929;1781684
24/05/2010;89805.265625;92446.60067829804;88924.82294403276;89365.04778971453;1623701
25/05/2010;87780.265625;89805.28205866803;85579.1550145976;89365.0641428261;1829602
26/05/2010;88044.3828125;89805.26822542312;87163.94010603844;88484.60767092902;1451086
27/05/2010;89805.265625;91125.93315164902;87956.33669600841;88044.38026306551;1410962
28/05/2010;89805.265625;92006.37583261628;88484.60510874727;91566.1579973308;1612344
31/05/2010;91566.1640625;92006.38192694468;89805.27157353103;89805.27157353103;956884
01/06/2010;92446.6015625;92886.82641239229;91125.9340232195;91566.15887311178;748748
03/06/2010;95528.1640625;95968.388956549;92886.8357293972;94207.49639075006;1186674
04/06/2010;93327.0546875;95968.39006140889;92886.83679877994;95968.39006140889;976566
07/06/2010;89805.265625;91566.1579973308;88484.60510874727;90685.71531636355;1739143
08/06/2010;88924.8203125;90685.71263272109;88044.3776575875;88924.8203125;1731232
09/06/2010;86723.734375;88924.84513181908;85931.33506337697;88484.62718669408;4246671
10/06/2010;84874.796875;87428.08174395595;84522.62255254982;86547.63892743312;3289707
11/06/2010;83290.0078125;85755.24937934318;82761.73925874855;85050.89364447395;3344319
14/06/2010;84786.7578125;85138.93215371683;82321.51639278894;83201.95925622876;2114518
15/06/2010;84874.796875;86547.63892743312;84346.52838092735;84522.62255254982;1540241
16/06/2010;84434.5625;86283.49851686813;83906.30107552046;85755.230081992;1555101
17/06/2010;86019.3671875;86459.59208434862;84522.61936316773;84786.75009503865;1633927
18/06/2010;85667.1953125;86635.68170060917;84962.83966376679;86371.55096123321;1104605
21/06/2010;85315.015625;86547.63267492437;84610.66002058741;86107.41480366455;1587603
22/06/2010;83994.34375;85315.01131789974;83378.03175095368;85226.96073769612;2197247
23/06/2010;83290.0078125;83906.31995681033;82849.78284930743;83290.0078125;880801
24/06/2010;83818.2734375;84170.44778742996;83290.00490220713;83378.04848968962;1124444
25/06/2010;84082.390625;84346.52134480406;82849.76657845419;82849.76657845419;1305145
28/06/2010;83290.0078125;85050.89364447395;83290.0078125;84258.49431904586;893045
29/06/2010;81705.203125;83642.17599498192;81088.8910262248;83554.13241092798;1260243
30/06/2010;82761.7109375;83025.84862918628;80472.55733512824;80560.60089555841;1294461
01/07/2010;81881.2890625;83025.86965879439;81353.02055571816;82321.51398655112;904007
02/07/2010;83113.8984375;83994.34111838261;81176.91893124123;81441.04963238713;1160332
05/07/2010;82761.7109375;84434.5526064648;82761.7109375;83994.33480431394;741486
06/07/2010;86195.4609375;86283.50451436643;83025.86412872028;83906.30690778163;2381280
07/07/2010;84874.796875;86987.86384089322;84346.52838092735;86547.63892743312;1536573
08/07/2010;85843.2734375;86283.49830052574;84522.61286921593;85403.05558487083;921997
09/07/2010;85931.3203125;86107.41447071992;84258.47838738718;85843.27673858847;1123750
12/07/2010;86371.5546875;86811.77961584956;85403.0682576081;86019.37334274083;1015267
13/07/2010;87516.1015625;87956.32635643179;86547.61542832461;86635.65898503189;1422751
14/07/2010;88044.3828125;88924.82551896156;88044.3828125;88484.60767092902;1216223
15/07/2010;87340.0390625;88484.61964304118;86811.77757338632;88044.394725049;917412
16/07/2010;86899.8125;88044.38595614838;86283.50048035238;87428.07393650075;927714
19/07/2010;85843.2734375;86459.5854415774;85579.1427259225;85931.31700802583;597035
20/07/2010;87428.0703125;88924.82500800332;85755.22847879547;85931.3156169967;1124421
21/07/2010;87516.1015625;88484.59470707085;86899.79666554915;88044.36991313906;665170
22/07/2010;86107.421875;87428.08260763198;85931.32770163796;87163.95186318507;575434
23/07/2010;87428.0703125;87692.2080301983;86371.5404728962;86723.71474929866;683812
26/07/2010;91125.9453125;92006.38811096325;88484.61691711028;88924.83481114329;2501301
27/07/2010;91566.1640625;92886.83167662754;90685.72132321389;92006.38192694468;1544905
28/07/2010;88924.8203125;92006.37310989179;87516.10926048156;91566.15528763359;1810237
29/07/2010;88484.625;89805.28581313591;86811.78282906939;87780.2692948085;1255593
30/07/2010;88484.625;88924.84293424601;87252.00076331542;88924.84293424601;631371
02/08/2010;90245.484375;90685.70919094654;88484.59913200549;88924.8169375562;771382
03/08/2010;93327.0546875;94207.49747533725;91125.9442127083;91566.1691118255;1852084
04/08/2010;93767.2890625;93767.2890625;92006.39629847703;92886.84618568743;772169
05/08/2010;94647.7265625;95968.39430789236;93767.28373570423;93767.28373570423;1882230
06/08/2010;94207.5;96408.61053377917;93327.0571885678;95528.16772234696;1614069
09/08/2010;94207.5;94647.72491091477;92006.38946622083;94647.72491091477;643254
10/08/2010;93327.0546875;94207.49747533725;92886.83679877994;93327.0546875;763385
11/08/2010;90245.484375;92886.8192498876;88924.8169375562;92446.59443394105;1267691
12/08/2010;88924.8203125;90245.4878000668;87956.33409313585;88044.3776575875;742918
13/08/2010;90245.484375;91125.92699649726;88924.8169375562;89365.04175350274;744781
16/08/2010;90685.71875;91566.16146430348;87868.29645591161;90245.49388764998;779233
17/08/2010;92446.6015625;93767.26910178049;90245.49133383129;90685.71618372358;1132731
18/08/2010;94207.5;95087.94281143219;92446.6143771356;93767.28209948256;1506335
19/08/2010;92446.6015625;94647.7117911687;92446.6015625;93327.0442518882;924697
20/08/2010;91566.1640625;93767.27441591365;91566.1640625;92006.38192694468;661179
23/08/2010;89805.265625;92446.60067829804;88484.60510874727;92006.37583261628;1395428
24/08/2010;89365.046875;89805.26470577954;88044.37936186895;89805.26470577954;894974
25/08/2010;86723.734375;88484.62718669408;86283.516429875;87868.31505312106;1473970
26/08/2010;85226.984375;87428.09526183516;84522.63562119527;86899.83369648161;1251590
27/08/2010;84522.609375;84522.609375;83201.94185091656;83906.2973964013;1402818
30/08/2010;86283.5;86547.63071677992;85138.91953982692;85931.3187005634;746772
31/08/2010;84874.796875;85931.32685274792;84522.62255254982;85491.1089496852;761455
01/09/2010;84346.515625;84962.82760647885;83554.11650892615;84874.78403918134;1008841
02/09/2010;84874.796875;86107.42102437039;84698.70971377491;85315.0217884601;568590
03/09/2010;86899.8125;88484.61083029576;86107.41333485211;86195.45690760225;1619862
06/09/2010;87251.984375;88484.608380164;86547.6288021058;87868.296377582;518932
07/09/2010;86899.8125;87780.255237898;85843.27560620499;87692.21166514787;539923
08/09/2010;84610.6640625;86371.54965245181;84170.43915981345;86283.50607399394;1313642
09/09/2010;84962.8359375;86019.36585906429;84346.52389558875;85315.01725161943;730055
10/09/2010;85579.140625;86459.58331904051;85050.87220441714;85403.05348827118;741873
13/09/2010;85755.2265625;86547.62567709493;85050.87101503825;85667.18299536682;516115
14/09/2010;86283.5;86459.58714451996;85403.05726700355;86283.5;697230
15/09/2010;86987.859375;86987.859375;86107.41660367846;86547.63448414071;561700
16/09/2010;86195.4609375;86987.86013969494;85403.06173530508;86987.86013969494;650080
17/09/2010;90245.484375;91125.92699649726;84610.64739118006;86195.44551195428;5308300
20/09/2010;89365.046875;91125.93221891059;88044.37936186895;90245.48954695529;1246471
24/09/2010;85931.3203125;88924.82986707952;85579.14601685386;88044.38711756734;2168018
27/09/2010;84962.8359375;86635.67790097554;84522.61805784696;86459.59074911433;1303845
28/09/2010;84522.609375;85755.2263218011;84434.55879771766;84962.8272094303;1096543
