Date;;;;;
;005930.KS;005930.KS;005930.KS;005930.KS;005930.KS
23/04/2018;42516.73046875;42664.18733742774;41779.44612536127;41779.44612536127;11619000
24/04/2018;41337.07421875;42483.96093904825;41025.77639466904;42467.57684304399;15770300
25/04/2018;41287.91796875;41369.838440910215;40321.25639725942;40321.25639725942;16614600
26/04/2018;42713.33984375;42729.723940352895;41287.92343929804;41304.307535900945;18046550
27/04/2018;43417.8515625;43942.14260023585;42959.096904481135;43729.14936615566;30310800
30/04/2018;43417.8515625;43417.8515625;43417.8515625;43417.8515625;0
02/05/2018;43417.8515625;43417.8515625;43417.8515625;43417.8515625;0
03/05/2018;43417.8515625;43417.8515625;43417.8515625;43417.8515625;0
04/05/2018;42516.73046875;44155.14012072495;42434.80998615125;43417.855777336226;39565391
08/05/2018;43090.171875;43581.69474809886;42516.72852305133;43090.171875;23104720
09/05/2018;41697.515625;43254.004420432226;41697.515625;43090.163494597255;16128305
10/05/2018;42270.97265625;42352.89314589389;41451.767759811046;42352.89314589389;13905263
11/05/2018;42025.20703125;42762.49136513158;41943.286549707605;42598.650402046784;10314997
14/05/2018;41042.15234375;41861.3569813498;40878.31141623004;41779.43651758982;14909272
15/05/2018;40304.88671875;41287.93273628049;40222.966217289126;41124.09173335874;18709146
16/05/2018;40837.35546875;41124.07712199097;40263.912162268054;40304.87239844533;15918683
17/05/2018;40468.71484375;41369.840073064275;40468.71484375;41205.99912227986;10365440
18/05/2018;40550.6484375;40878.33044507576;40427.76768465909;40878.33044507576;6706570
21/05/2018;40960.234375;41124.0753125;40222.95015625;40673.512734375;9020998
23/05/2018;42434.80078125;42598.64171090734;41287.91427364865;41451.755203305984;17095490
24/05/2018;42107.125;42598.647859922174;41861.363570038906;42598.647859922174;8289275
25/05/2018;43172.08984375;43254.010317836815;41615.600836100566;41779.4417842742;15207266
28/05/2018;42844.41796875;43417.86142148662;42598.656489005734;43008.25895524618;9787820
29/05/2018;42025.20703125;43008.25280975877;42025.20703125;42762.49136513158;8480437
30/05/2018;40550.6484375;42189.058475378784;40222.96642992424;42025.217471590906;20498098
31/05/2018;41533.68359375;41615.60407421104;40837.35950983111;41287.92215236686;63491109
01/06/2018;42025.20703125;42352.88895741959;40919.28053042763;41369.84317891082;13038499
04/06/2018;41861.34765625;41943.268101761256;41533.66587420499;41615.58631971625;9767171
05/06/2018;42025.20703125;42107.127512792395;41287.92269736842;41861.3660681652;9144100
07/06/2018;41451.74609375;42434.79145565711;41369.82564692441;42434.79145565711;13590016
08/06/2018;40673.51953125;41287.92314954683;40632.55929003021;41124.08218466767;16951706
11/06/2018;40878.32421875;41206.00617641533;40427.76152696017;40755.4434846255;10571312
12/06/2018;40468.71484375;40796.39674531883;40345.83413066169;40714.47626992662;12110569
14/06/2018;39485.66796875;40141.03175246369;39485.66796875;40141.03175246369;20971729
15/06/2018;39035.10546875;39895.270437106505;39035.10546875;39731.42949075288;17080892
18/06/2018;38174.9375;39035.10240075107;37847.255633047214;38994.14216738198;16661870
19/06/2018;38502.625;38789.34667553192;38093.022606382976;38666.46595744681;15217971
20/06/2018;38502.625;38994.14787234043;38379.74428191489;38871.26715425532;12959316
21/06/2018;38543.58203125;39239.90604244155;38543.58203125;39239.90604244155;10015541
22/06/2018;38707.41796875;38707.41796875;37847.253124999996;38502.61681547619;10298006
25/06/2018;38215.90625;38543.58818997856;37806.30382502679;38543.58818997856;10587711
26/06/2018;38502.625;38748.386436170214;37601.499734042554;37601.499734042554;11223166
27/06/2018;39280.86328125;39731.4258423488;38502.61885753389;38871.260952978366;15274752
28/06/2018;38623.9296875;38912.78386251336;38458.87015892094;38665.194569644766;12784800
29/06/2018;38500.140625;38912.78950629689;38128.756631832795;38170.02151996249;14099635
02/07/2018;37592.3125;38912.78889956092;37551.04761251372;38376.34536223929;13112253
03/07/2018;38087.484375;38335.073655877575;37757.365333829905;37757.365333829905;10959655
04/07/2018;38170.01171875;38830.24975929054;38004.952208614865;38541.39561655405;8776763
05/07/2018;37922.42578125;38417.604355107454;37633.57161316649;38046.22042471437;7039773
06/07/2018;37055.859375;37839.89203438196;36849.53499095212;37551.03789671492;17843706
09/07/2018;37633.57421875;38046.22305886787;37303.4551466557;37551.044450726426;11602464
10/07/2018;38211.2734375;38417.59780811285;38046.21394100972;38128.74368925486;10528665
11/07/2018;37963.69921875;38335.08323284647;37468.52053328804;38293.81834239131;11224077
12/07/2018;37551.0390625;38170.01223385989;37509.77418440934;37881.158087225274;11828104
13/07/2018;38376.34375;38376.34375;37757.37046370968;37798.63534946237;11543389
16/07/2018;38004.96875;38623.94218241042;37963.70385450597;38623.94218241042;7678719
17/07/2018;37839.90234375;38128.7565601145;37633.57790348964;38087.49167206243;8892953
18/07/2018;38417.61328125;38954.05686090225;38335.08349976504;38541.40795347744;10952645
19/07/2018;38706.45703125;38954.04630863539;38458.86775386461;38830.2516699427;9880128
20/07/2018;39160.375;39284.16965226554;38541.401738672284;38788.99104320337;10474547
23/07/2018;38376.34375;38954.05215053764;38087.48954973119;38871.52237903226;10823782
24/07/2018;38087.484375;38458.86829631636;37922.42485441495;38252.54389558505;8261363
25/07/2018;38087.484375;38417.603416170095;37881.15997426869;38170.01413529253;7222471
26/07/2018;38706.45703125;38788.98679037846;37963.68919909382;38046.21895822228;7374946
27/07/2018;38706.45703125;38788.98679037846;38335.07311517191;38335.07311517191;4762460
30/07/2018;38376.34375;38623.93306451613;38252.54909274194;38417.60863575269;5723035
31/07/2018;38170.01171875;38335.071228885135;37963.687331081084;38128.74684121621;8033607
01/08/2018;38417.61328125;38665.202625704886;38004.96437382519;38004.96437382519;7484499
02/08/2018;37592.3125;38623.934687156965;37551.04761251372;38417.61024972557;8560924
03/08/2018;37757.36328125;37881.15791495902;37509.774013831964;37839.89303705601;8274944
06/08/2018;37798.63671875;38087.4909294828;37757.37183150246;38087.4909294828;6771979
07/08/2018;38541.39453125;38582.65940762179;37881.15650930139;38211.275520275696;9058174
08/08/2018;38623.9296875;38788.98921607906;38417.60527677618;38788.98921607906;6429338
09/08/2018;38706.45703125;38830.2516699427;38335.07311517191;38788.98679037846;12010886
10/08/2018;37468.5234375;38293.82131057268;37014.60960731002;38087.496842304514;16670643
13/08/2018;37179.66015625;37220.925039886235;36849.5410871601;37097.13038897752;9803831
14/08/2018;37262.19140625;37468.5158326412;37014.602094580565;37014.602094580565;6409259
16/08/2018;36519.4140625;36849.533059675145;36065.50044138418;36148.03019067797;10088229
17/08/2018;36395.62890625;36643.21821853741;36354.364020868765;36354.364020868765;6808747
20/08/2018;36189.296875;36478.15101197263;35900.44273802736;35900.44273802736;7289124
21/08/2018;36973.3359375;37055.865705217635;36065.50849260603;36065.50849260603;9520270
22/08/2018;38046.21875;38128.74850867679;37055.861645878525;37262.1860425705;11641656
23/08/2018;38128.75;38128.75;37716.10119047619;38087.48511904762;6730918
24/08/2018;38087.484375;38293.80877573131;37592.30581324486;37881.15997426869;6582535
27/08/2018;38211.2734375;38417.59780811285;37963.68419276458;38046.21394100972;5263782
28/08/2018;38417.61328125;38747.73240718985;38211.288827537595;38623.937734962405;7365976
29/08/2018;38623.9296875;38623.9296875;38293.81063034188;38582.664805355234;5572374
30/08/2018;39325.43359375;39573.02289234654;38541.400814860965;38747.72523035808;12193231
31/08/2018;39985.671875;39985.671875;38788.99026057791;38871.520027089784;13577454
03/09/2018;39160.375;39861.87802950474;39036.58034773446;39779.348261327716;8595084
04/09/2018;39325.43359375;39449.228243048274;38954.04964585519;39242.903827551156;6791255
05/09/2018;38458.8671875;39160.370129761264;38293.80767167382;39036.57549289163;9139998
06/09/2018;38046.21875;38293.80802603037;37798.62947396963;38128.74850867679;9040553
07/09/2018;37055.859375;37303.448635857465;36643.210606904235;36725.740360523385;18285508
10/09/2018;37551.0390625;37592.30394059066;37138.390281593405;37509.77418440934;9979838
11/09/2018;37179.66015625;37881.16317806604;37179.66015625;37592.30899261238;9865790
12/09/2018;36767.01171875;37220.92544367284;36725.746834666104;37055.86590733726;12995269
13/09/2018;36354.36328125;36932.071664833995;36313.09839670829;36767.012126667134;18277942
14/09/2018;37839.90234375;37839.90234375;37055.869470760634;37138.39924686478;12446344
17/09/2018;37262.19140625;37798.634914867114;37055.86697985881;37592.310488475916;8123384
18/09/2018;37551.0390625;37881.158087225274;36890.80101304945;37097.125403502745;9987090
19/09/2018;38087.484375;38128.749255146264;37716.10045368364;37963.689734561216;9367454
20/09/2018;38995.30859375;39284.16273148148;38293.80568783069;38665.18957919974;13536966
21/09/2018;39119.10546875;39242.90010630934;38417.60252258043;38417.60252258043;14476906
27/09/2018;39496.6171875;39496.6171875;38623.53407072368;39039.28793585527;15804586
28/09/2018;38623.5390625;39288.74533268299;38498.81288684069;39288.74533268299;11270515
01/10/2018;38540.3828125;38914.56128640777;38083.05356661273;38623.533584479504;6354983
02/10/2018;37999.90234375;38831.41005367888;37999.90234375;38623.533126196664;6607188
04/10/2018;37168.38671875;37916.74349832215;37168.38671875;37542.56510853607;11865327
05/10/2018;37168.38671875;37833.59274503635;37043.66058882131;37251.537472035794;10544165
08/10/2018;37376.2734375;37584.15037541713;36752.64262374861;36752.64262374861;6759464
10/10/2018;37667.29296875;37833.59448296082;37002.086911906736;37625.717590197295;10341349
11/10/2018;35837.984375;37126.82140008701;35837.984375;36586.341357308585;19324537
12/10/2018;36586.3359375;37126.81590021307;35921.129829545454;35921.129829545454;12640906
15/10/2018;36420.03125;36627.90814069635;36045.85284674658;36627.90814069635;7434522
16/10/2018;36253.73828125;36711.067548559346;36045.861341563934;36336.88905712443;6825677
17/10/2018;36711.0625;37002.09017553794;36586.336353340885;36711.0625;8306193
18/10/2018;36627.9140625;36960.51714138763;36336.88636847333;36544.763292778094;8347725
19/10/2018;36503.1953125;36711.0722789721;36129.01677285023;36503.1953125;7842520
22/10/2018;36212.15234375;36544.7553503516;35921.12471297359;36129.001592099594;8357648
23/10/2018;35796.40234375;36129.005385271485;35380.64854184814;36004.27924470093;9531231
24/10/2018;35380.64453125;35837.97366150118;35131.19227838572;35796.398286023796;13522825
25/10/2018;34091.80859375;34549.137733422256;33717.63020674542;33759.20558307927;19338170
26/10/2018;34091.80859375;34341.260851753046;33592.9040777439;34174.95934641768;14413864
29/10/2018;34424.421875;34881.75115111715;33717.64026645531;33967.092598882846;14460521
30/10/2018;35214.34765625;35754.827608471074;34091.81237086777;34424.41541838843;14205190
31/10/2018;35255.921875;36045.854086821935;34673.86656102594;35671.67567069575;17621480
01/11/2018;35048.046875;35713.252984134044;35048.046875;35297.49916592526;13423132
02/11/2018;36711.0625;36794.21326443941;35588.52718006795;35796.40409116648;16517112
05/11/2018;36420.03125;36420.03125;35671.67444349315;36378.45587186073;9426777
06/11/2018;36378.45703125;36420.03241071429;35713.25095982143;36378.45703125;7713625
07/11/2018;36586.3359375;37002.08975497159;36087.43135653409;36253.73288352272;11553998
08/11/2018;36627.9140625;37459.42175971907;36627.9140625;37334.69560513621;12617397
09/11/2018;36835.78125;37293.11036258465;36503.178259029344;36960.507371613996;7318500
12/11/2018;37584.140625;37625.71600179757;36336.87932107301;36461.60545146571;8552566
13/11/2018;37002.09765625;37002.09765625;36087.4390625;36503.19296875;9311126
14/11/2018;36669.4921875;37002.0952912415;36420.03985969388;37002.0952912415;6783344
15/11/2018;36794.20703125;36877.35778160311;36170.5764036017;36627.90553054379;5864067
16/11/2018;36586.3359375;37209.96666370738;36336.88364701704;37085.24051846591;7777124
19/11/2018;36295.3046875;36794.20921928694;36129.003176904356;36627.907708691295;7538720
20/11/2018;35588.53125;35754.832797897194;35006.475832359814;35297.50354117991;9420664
21/11/2018;35006.47265625;35172.774189058786;34757.02035703682;34757.02035703682;10769589
22/11/2018;35297.50390625;35463.805455867194;34923.325419611305;34923.325419611305;5970796
23/11/2018;35255.921875;35422.2233932783;34840.16807930425;35297.49725456958;5192638
26/11/2018;35422.23046875;35588.53202024648;35006.4765900088;35048.051977882926;6613009
27/11/2018;35796.40234375;35837.97772394018;35339.07316165796;35671.67620317944;8367091
28/11/2018;35879.55078125;35921.12615874855;35546.94776126159;35588.52313876014;6943099
29/11/2018;35879.55078125;36461.606066229724;35671.673893757245;36461.606066229724;8473511
30/11/2018;34798.6015625;36586.34333930705;34715.45078218339;36129.01404756571;19775519
03/12/2018;35962.7109375;36087.43710260116;35255.929335260116;35546.95705382948;12110702
04/12/2018;35048.046875;35671.67760231317;34840.16996589561;35463.800693208774;14347746
05/12/2018;34465.98828125;34715.44054866556;33967.08374641888;34008.65912432147;12631983
06/12/2018;33676.05859375;34174.96316550926;33634.48321277006;33759.20935570988;14251826
07/12/2018;34050.2421875;34424.42067307692;33967.09141292735;34008.66680021368;11433083
10/12/2018;33426.60546875;33800.7838881763;33260.30394900498;33634.48236843128;14892263
11/12/2018;33468.1875;33842.365993788815;33426.61211180124;33759.215217391305;10638766
12/12/2018;33634.48828125;33842.36521747528;33385.03595777966;33468.18673226978;12024279
13/12/2018;33260.3046875;33883.93540039063;33260.3046875;33800.784638671874;26254646
14/12/2018;32387.216796875;33426.601161344675;32179.339923981064;33426.601161344675;19671783
17/12/2018;32553.51953125;32927.697916666664;32137.765769675927;32137.765769675927;11532968
18/12/2018;32345.646484375;32595.09877088689;31846.741911351222;31846.741911351222;11042101
19/12/2018;32511.951171875;32719.828097526373;32304.074246223623;32345.6496313539;9942037
20/12/2018;32137.767578125;32511.94598459735;32013.041442634218;32096.192199628073;11937617
21/12/2018;32137.767578125;32137.767578125;31680.438414658798;31763.589171652653;14947080
24/12/2018;32262.49609375;32470.373001570555;31846.742278108894;32013.043804365334;9729530
26/12/2018;31888.32421875;32220.927339675683;31846.74882863429;31929.899608865708;12707675
27/12/2018;32101.4921875;32563.08227124183;31975.60398284314;32479.156801470588;10510643
28/12/2018;32479.1484375;32646.99933381783;32059.521196705427;32101.48392078488;9900267
02/01/2019;32521.126953125;33066.64263104839;32353.27597530242;33066.64263104839;7847664
03/01/2019;31555.98046875;32353.272528465757;31430.09224879488;32143.45882854056;12471493
04/01/2019;31430.08203125;31555.970210280375;30926.529315128508;31430.08203125;14108958
07/01/2019;32521.126953125;32647.015186491935;31723.834808467742;31891.685786290323;12748997
08/01/2019;31975.59765625;32898.777641076114;31849.709476500986;31891.67220308399;12756554
09/01/2019;33234.484375;33234.484375;32143.453322285353;32437.192451862375;17452708
10/01/2019;33402.34375;33696.08295383166;33234.49277638191;33570.19472361809;14731699
11/01/2019;33989.8203125;34031.78305362655;33528.230160108025;33863.932089120375;11661063
14/01/2019;33612.15234375;34157.66792485955;33444.30139571629;33947.85423981742;11984996
15/01/2019;34493.359375;34493.359375;33444.29126748784;33612.14216468978;11492756
16/01/2019;34787.10546875;34787.10546875;34157.66447715621;34535.32907211249;8491595
17/01/2019;35206.73046875;35332.61865874553;34787.103168764894;34996.91681875745;11736903
18/01/2019;35500.45703125;35584.38246158392;35206.71802508126;35248.68074024822;11029256
21/01/2019;35878.125;35878.125;35164.758771929824;35836.162280701756;11355701
22/01/2019;35374.5859375;35962.06423302194;35122.80952513345;35878.138762233095;9964356
23/01/2019;35248.69140625;35458.505045572914;34703.175944010414;34703.175944010414;11071079
24/01/2019;36129.91015625;36171.872885815916;35542.43194232724;36129.91015625;14747623
25/01/2019;37556.6484375;37556.6484375;36717.39372381285;37178.983816340784;22789395
28/01/2019;37808.4296875;38186.09435696448;37430.76501803551;37766.46694644839;17998914
29/01/2019;38186.0859375;38186.0859375;37220.94310611264;37808.42135130495;16215017
30/01/2019;38941.40625;38941.40625;37598.599137931036;37598.599137931036;17505980
31/01/2019;38731.6015625;39486.93073706663;38731.6015625;39151.22888170368;21621145
01/02/2019;38899.453125;39403.00591626213;38815.527659789645;39151.22952063107;13832454
07/02/2019;38773.5625;39528.89163961039;38773.5625;39277.11525974026;15872001
08/02/2019;37598.609375;38353.9385811942;37472.721173967635;38353.9385811942;12689196
11/02/2019;37766.45703125;37766.45703125;37137.01608072917;37346.82973090278;11125044
12/02/2019;38647.671875;38815.52278433768;37472.71550963626;37472.71550963626;13184367
13/02/2019;38773.5625;39193.18979978355;38605.71158008658;38941.41341991342;11299738
14/02/2019;39864.59765625;39864.59765625;38731.603828125;39109.2684375;17259341
15/02/2019;38647.671875;39319.075512350704;38311.970056324644;39235.150057681865;10554643
18/02/2019;38773.5625;39319.077989718615;38479.82339015151;39025.33887987013;8183728
19/02/2019;38563.75;38731.60092491839;38144.122687704024;38479.82453754081;6741395
20/02/2019;39361.0390625;39528.88997534649;39025.337236807034;39235.15087786514;11506720
21/02/2019;39403.01171875;39612.82541267305;38773.57063698083;39025.3470696885;8694009
22/02/2019;39570.8515625;39570.8515625;38983.37338447773;39025.33611147932;6895772
25/02/2019;39738.70703125;39906.55795852033;39486.93064034451;39780.669763067584;7484716
26/02/2019;39235.1484375;39822.62659592246;39025.33480949198;39738.70114471925;7985547
27/02/2019;39235.1484375;39654.77569351604;39235.1484375;39444.96206550802;8045211
28/02/2019;37850.390625;39025.34731845898;37850.390625;38941.421840354764;23569321
04/03/2019;37640.578125;38689.64663461538;37598.61538461538;38605.72115384615;12926539
05/03/2019;37137.01171875;37850.378045550846;37053.086268538136;37430.75079449153;10612405
06/03/2019;36927.20703125;37178.983442826706;36675.430619673294;36927.20703125;10202544
07/03/2019;37304.87109375;37724.49844013639;36423.653666338585;36423.653666338585;11049749
08/03/2019;36759.34375;37598.59817351599;36759.34375;37304.85912528539;7729069
11/03/2019;36633.45703125;37304.8605965421;36633.45703125;37262.89787371134;10717408
12/03/2019;37472.72265625;37724.499068274075;37053.095302876536;37178.98350888858;11431977
13/03/2019;36801.30859375;37304.8612769028;36675.420422961804;37137.01038251853;8108343
14/03/2019;36801.30859375;37178.973106114594;36549.53225217361;36675.420422961804;18039161
15/03/2019;37095.05859375;37137.02132971578;36675.4312340922;36759.356706023755;16814163
18/03/2019;36675.4296875;37053.09429526602;36465.61601651888;36885.24335848112;8188876
19/03/2019;36843.27734375;36843.27734375;36549.53823053104;36717.389152370444;7609563
20/03/2019;36969.1640625;37095.05224886493;36171.87221552213;36759.35041855845;9846242
21/03/2019;38479.83203125;38815.53394646265;36969.173412793076;37430.76354621047;21138016
22/03/2019;39067.30859375;39444.97323106874;38815.532168870835;39319.08501862916;12535911
25/03/2019;38186.0859375;38311.97413289835;37598.60769230769;38018.235010302196;8699728
26/03/2019;37976.27734375;38353.94198031768;37682.538181975135;38186.091030732045;9729811
27/03/2019;38060.203125;38270.01681367144;37137.02289484564;37556.65027218853;9568081
28/03/2019;37936.70703125;38232.75714186176;37471.48542886009;38021.292777139075;6821306
29/03/2019;37767.53515625;37978.99951882698;37386.89930361142;37640.656538703806;11491713
01/04/2019;38105.87890625;38444.22189320893;37936.70741277053;38232.7575263596;7362129
02/04/2019;38697.97265625;38994.022720286885;38359.62972592213;38528.801191086066;9480688
03/04/2019;39416.953125;39543.831729479614;38740.26723444206;39543.831729479614;12436570
04/04/2019;39713.0078125;39839.88643170927;39036.32184338392;39036.32184338392;12650168
05/04/2019;39628.41796875;40220.51813050293;39416.95362526681;39713.003706143274;8546339
08/04/2019;39459.24609375;39966.76051296222;39036.31741107315;39966.76051296222;8507909
09/04/2019;39459.24609375;39713.003303356105;39078.610279340835;39501.53896201769;6878761
10/04/2019;39501.53515625;39501.53515625;38951.72792174116;39247.77797109207;11883995
11/04/2019;39120.890625;39586.112027027026;39036.30491554054;39501.526317567565;13697399
12/04/2019;39628.41796875;39670.71083744664;38909.43920090715;38951.73206960379;7668936
15/04/2019;39797.59375;40178.22960945802;39755.300876726884;39882.179496546225;8733019
16/04/2019;39966.7578125;40093.636408730155;39586.12202380953;40093.636408730155;7730881
17/04/2019;39797.59375;40262.81535600425;39755.300876726884;40009.058116365566;5513658
18/04/2019;38571.09765625;39966.76237407483;38486.511915775765;39924.46950383772;12808747
19/04/2019;38317.33984375;38909.44001793598;38275.046974165285;38697.97567001241;8479710
22/04/2019;38359.63671875;38824.8583327591;38148.172348745866;38401.92959275083;6006957
23/04/2019;38232.75;38486.50719026548;38063.57853982301;38105.871404867255;6920566
24/04/2019;37852.12109375;38613.392802898044;37344.60662098464;38401.928439245814;13299267
25/04/2019;37767.53515625;38063.58526385778;37302.31355858062;37429.19217612682;10868965
26/04/2019;37936.70703125;38063.58565008361;37048.556699414716;37386.899682971016;9739982
29/04/2019;39036.31640625;39036.31640625;38148.16619549025;38190.45906266929;8777517
30/04/2019;38782.5625;39163.19833696837;38359.63379225736;38909.44111232279;11121273
02/05/2019;38824.84375;39036.308040577336;38401.91516884531;38486.50088507625;8625126
03/05/2019;38317.33984375;38951.732887520695;38317.33984375;38824.85427876656;6562916
07/05/2019;37936.70703125;38317.342887750834;37556.071174749166;38275.0500148063;12014907
08/05/2019;37429.1796875;37936.693988347455;37386.886829096045;37471.472545903955;10398754
09/05/2019;35906.6484375;37429.19183414311;35906.6484375;37133.141729240284;23029718
10/05/2019;36287.28125;36752.50280448718;35906.645432692305;36033.52403846154;14579512
13/05/2019;36075.81640625;36541.03795427902;35822.05919823417;35948.937802242086;7635079
14/05/2019;36075.81640625;36456.45221827374;34933.90897017878;34933.90897017878;11563730
15/05/2019;35991.23046875;36414.15914640864;35991.23046875;36118.10907204759;7670185
16/05/2019;35145.37890625;35864.35777677497;34976.20740730295;35822.064902038204;13687828
17/05/2019;34849.3125;35568.29103458738;34553.2625151699;35483.70532463592;13357951
20/05/2019;35526.0078125;35610.5935453869;35145.37201450893;35229.957747395834;15752397
21/05/2019;36498.73828125;37175.42404312717;35822.052519372824;36033.51681995944;18812133
22/05/2019;36794.796875;37048.55409482759;35864.35373563218;36963.96835488506;11033339
23/05/2019;37090.83984375;37217.71842930445;36583.325501532214;37133.132705601485;12259006
24/05/2019;36118.109375;37048.5524736534;35864.352166276345;37048.5524736534;13966305
27/05/2019;36075.81640625;36371.866482268466;35822.05919823417;35948.937802242086;8066669
28/05/2019;35991.23046875;36329.57341087691;35652.88752662309;35991.23046875;24506881
29/05/2019;35356.8359375;35610.59313322368;34933.90727796053;35399.12880345395;14930618
30/05/2019;35991.23046875;36118.10907204759;35652.88752662309;35695.18039438895;11766018
31/05/2019;35948.9453125;36202.70257352941;35652.89517463235;36033.53106617647;11365999
03/06/2019;37048.546875;37133.132598458906;35948.93247003425;36329.568225599316;15466580
04/06/2019;36752.50390625;36963.96825553798;36371.868077531646;36710.21103639241;9913497
05/06/2019;37133.13671875;37386.8939172836;36963.96525306094;37260.015318016805;12464135
07/06/2019;37386.8984375;37513.7770521069;36752.5053644655;36879.3839790724;11683682
10/06/2019;37894.41015625;37936.70302472796;37260.01712908064;37471.481471470426;8792182
11/06/2019;37936.70703125;38063.58565008361;37682.949793582775;37894.41415830546;6664872
12/06/2019;37725.2421875;38105.878039167605;37471.48495305493;37894.41367713005;8607439
13/06/2019;37006.25390625;37556.06110714286;36710.203875;37386.88966071428;16906541
14/06/2019;37217.7265625;37344.60517578125;36625.6263671875;37006.26220703125;9322873
17/06/2019;37133.13671875;37260.015318016805;36710.208054527335;37006.2581194832;11890424
18/06/2019;37513.77734375;37640.65595934329;36921.677137647974;37006.26288137683;7994928
19/06/2019;38359.63671875;38444.22246675166;38063.58660074421;38444.22246675166;10417690
20/06/2019;38486.5078125;38486.5078125;37936.700558035714;37936.700558035714;7147785
21/06/2019;38655.68359375;38740.269334655364;38232.75488922319;38697.97646420268;9454913
24/06/2019;38486.5078125;38740.26500686813;38232.75061813187;38232.75061813187;6085066
25/06/2019;38571.09765625;38740.26913719846;38232.75469435307;38232.75469435307;7076774
26/06/2019;38655.68359375;38909.440816466085;38571.097852844636;38740.269334655364;9226097
27/06/2019;39639.421875;39724.66794354839;39000.0763608871;39213.19153225807;12603534
28/06/2019;40065.63671875;40065.63671875;39809.89861203457;40065.63671875;12949231
01/07/2019;39724.66796875;40406.63651756974;39426.30672864136;40364.01348326851;11383522
02/07/2019;39426.30859375;39980.40806587838;39085.32430320946;39383.685557432436;8463073
03/07/2019;38701.7109375;39511.54850117015;38531.218818832596;39000.07214516795;9669368
04/07/2019;39213.19140625;39383.68354279891;38573.845894191574;38573.845894191574;6365573
05/07/2019;38914.82421875;39170.562384481105;38573.83999777519;39170.562384481105;7235395
08/07/2019;37849.25;38190.23423423423;37806.62697072072;38147.611204954956;7823843
09/07/2019;38445.98046875;38744.34173624584;38104.996163040465;38232.865277681536;7646421
10/07/2019;38829.58203125;39341.05841365944;38786.95899938255;38829.58203125;9253930
11/07/2019;39383.68359375;39682.04483309659;39341.06055955763;39511.55269632711;10989751
12/07/2019;39468.9375;39554.18358531318;39042.707073434125;39511.56054265659;5245804
15/07/2019;39596.79296875;39767.28508056378;39000.07057740178;39170.562689215556;4717226
16/07/2019;39937.78125;39937.78125;39468.92789487727;39596.79699172892;7407824
17/07/2019;39255.8125;39511.55069218241;39170.566435939196;39341.058564060804;5216602
18/07/2019;39298.4296875;39596.79086734002;38914.822456277114;39596.79086734002;5143554
19/07/2019;39895.16015625;40023.029259314906;39724.668018830125;39767.291053185094;8819393
22/07/2019;40236.14453125;40321.39060017214;39724.66811771716;39895.16025556144;9009109
23/07/2019;40321.37890625;40534.49401674815;40108.263795751845;40364.00192834963;9061381
24/07/2019;39554.18359375;40193.529233735186;39426.31446575296;40150.9061910695;8756522
25/07/2019;40236.14453125;40236.14453125;39724.66811771716;40193.521496788926;8408838
26/07/2019;40193.51171875;40193.51171875;39682.03542964608;39767.28147783007;7873886
29/07/2019;39298.4296875;40108.2671756372;39213.18363611714;39895.15204718005;6856846
30/07/2019;39682.046875;39937.785093313636;39468.931693071965;39468.931693071965;5551014
31/07/2019;38659.09375;39724.66965270121;38360.73249724366;39383.68536383683;12872916
01/08/2019;38531.21875;38786.95692754425;38232.857542865044;38275.48057245575;7811181
02/08/2019;38318.09765625;38786.95090899611;37763.99835755006;37977.11347243465;12151374
05/08/2019;37465.62890625;38019.72808233788;37167.26781143345;37806.61301461177;14214086
06/08/2019;37082.03515625;37337.77332974138;36229.5745779454;36229.5745779454;15083824
07/08/2019;36826.30078125;37423.02324761285;36741.05471462674;37167.285047743055;10002533
08/08/2019;36357.4453125;37082.03683689918;36357.4453125;36868.92168266413;16926881
09/08/2019;36783.6640625;36954.1561323146;36698.4180275927;36868.9100974073;9685147
12/08/2019;37252.53515625;37508.27338386728;37124.666042441364;37508.27338386728;8466169
13/08/2019;36655.8125;37082.04287790698;36613.1894622093;37082.04287790698;7276979
14/08/2019;37252.53515625;37721.38857354834;37082.04300450515;37423.02730799485;8750135
16/08/2019;37423.015625;37423.015625;36911.53932944191;37337.76957574032;9528115
19/08/2019;37167.2890625;37806.63463123567;37082.04298666858;37806.63463123567;6014218
20/08/2019;37891.8828125;38019.75193335208;37124.668087387516;37465.65240965973;8434205
21/08/2019;37934.5;38190.238202247194;37636.13876404495;37806.63089887641;6571717
22/08/2019;37550.88671875;38104.98606874291;37380.39461105988;37934.49396105278;8061177
23/08/2019;37465.62890625;37678.74397397611;37209.89082497867;37337.75986561434;5017381
26/08/2019;37167.2890625;37337.781214162846;36613.18956959576;36698.43564542718;7954949
27/08/2019;37550.88671875;37678.755799517596;37167.27947644722;37209.902503369754;16883932
28/08/2019;37636.140625;37849.25580407701;37295.15633847679;37593.5175891846;5758333
29/08/2019;36996.80078125;37678.76945924539;36698.439484627015;37678.76945924539;10768862
30/08/2019;37508.265625;37764.00379971591;37295.15047940341;37295.15047940341;9899073
02/09/2019;37337.77734375;38232.861047196064;37209.908243257705;38232.861047196064;7185537
03/09/2019;36868.92578125;37209.91006593208;36741.05667449422;37124.66399476156;9774941
04/09/2019;37593.515625;37593.515625;36783.677986819726;36868.9240539966;12441837
05/09/2019;38957.4453125;39298.42951654814;37891.869674849564;38190.23085339168;18297430
