Date;;;;;
;005930.KS;005930.KS;005930.KS;005930.KS;005930.KS
04/09/2013;20209.1328125;20420.273006063435;19922.585406949627;20058.31838852612;10920050
05/09/2013;20586.169921875;20676.658580872256;20480.59981971154;20661.577137706045;15100100
06/09/2013;20646.486328125;20736.974946071492;20480.590528556426;20661.567764449414;11937950
09/09/2013;20706.8203125;20736.983197150403;20556.005889247997;20676.6574278496;9291550
10/09/2013;21053.689453125;21053.689453125;20631.40914890759;20646.490588343928;14717650
11/09/2013;21144.185546875;21144.185546875;20887.800986035574;21083.85976785396;13353000
12/09/2013;21264.826171875;21475.96628989362;21038.604616855053;21189.41898686835;21805400
13/09/2013;21204.5;21264.825746799434;21053.685633001423;21249.744310099573;12281500
16/09/2013;21491.05078125;21491.05078125;21279.910633223684;21460.887902960527;11710700
17/09/2013;20902.8671875;21415.63593524531;20827.460018713926;21415.63593524531;17181350
23/09/2013;20510.759765625;20827.470026711857;20405.18967859605;20586.16697064568;24362900
24/09/2013;20706.8203125;20797.3089664512;20178.96983111799;20239.29560041879;15138900
25/09/2013;20571.08203125;20721.89641564333;20375.023331538672;20616.326346567996;11176450
26/09/2013;20691.734375;20691.734375;20450.43135021866;20571.08286260933;10374700
27/09/2013;20601.2421875;20767.137988424234;20555.997878157028;20736.97511552892;11613250
30/09/2013;20616.32421875;20842.545771991587;20510.754160570592;20601.242781867226;11650900
01/10/2013;20842.552734375;20857.634176295676;20510.761012120114;20812.389850533647;9773150
02/10/2013;21385.484375;21491.054467119182;20963.204006523272;21083.855540373766;17586350
04/10/2013;21385.484375;21747.438976551482;21325.158608074755;21687.113209626234;15753700
07/10/2013;21656.951171875;21672.032614195246;21491.05530635228;21672.032614195246;10228250
08/10/2013;21566.45703125;21611.701346700174;21370.39833096591;21370.39833096591;10546000
10/10/2013;21566.45703125;21596.619908216784;21430.724084899477;21430.724084899477;13819000
11/10/2013;21762.513671875;21822.839420099186;21656.943612482675;21717.26936070686;11254150
14/10/2013;21687.1171875;21853.013076973224;21687.1171875;21837.93163247566;7373700
15/10/2013;21973.65625;21973.65625;21792.678985072063;21868.086178792037;10023650
16/10/2013;21868.080078125;22154.62733432112;21792.67290544181;22154.62733432112;8010600
17/10/2013;22064.1484375;22139.55564336979;21928.41546693438;22018.904113978126;9099350
18/10/2013;22199.880859375;22245.125181778618;22064.14789216415;22199.880859375;7852150
21/10/2013;22079.22265625;22456.2585622652;21928.40829384392;22245.11845489669;7126050
22/10/2013;21943.49609375;22018.903296821307;21626.785840850516;22018.903296821307;12353250
23/10/2013;21747.435546875;22079.227212638696;21656.94691075763;22079.227212638696;8598450
24/10/2013;21853.00390625;21853.00390625;21551.37514287871;21581.538019215837;8915650
25/10/2013;21853.00390625;21898.248220755693;21611.700895552967;21868.085344418563;6735300
28/10/2013;22350.6953125;22395.93963499494;21988.740732540486;22094.310818362013;11307700
29/10/2013;22471.345703125;22471.345703125;22290.36842229446;22471.345703125;10334900
30/10/2013;22622.158203125;22622.158203125;22380.855182291667;22395.93662109375;10588400
31/10/2013;22094.306640625;22652.319845883107;22094.306640625;22591.994093963312;12647050
01/11/2013;22622.158203125;22622.158203125;22139.552161458334;22471.343815104166;11357700
04/11/2013;22607.078125;22652.32244412942;22456.263727901933;22501.50804703135;10887800
05/11/2013;22395.943359375;22652.327896148992;22199.884595959596;22652.327896148992;8009300
06/11/2013;21883.171875;22591.99963387319;21853.008991643695;22591.99963387319;12218400
07/11/2013;21672.02734375;21928.41180084377;21491.0500799191;21883.167484886046;13006800
08/11/2013;21264.826171875;21536.292037898937;21219.58186087101;21279.90760887633;13681350
11/11/2013;21536.30078125;21626.789439994747;21249.75336189163;21491.056451877626;8563850
12/11/2013;21958.568359375;22109.382702502575;21656.93967311985;21717.26541037088;9784900
13/11/2013;21400.5625;21853.00568181818;21400.5625;21792.679924242424;9995200
14/11/2013;21475.970703125;21943.495346240783;21475.970703125;21943.495346240783;10132150
15/11/2013;22049.0625;22049.0625;21596.619357045143;21626.782233242135;8339250
18/11/2013;22230.041015625;22260.20389352951;22094.308065054698;22169.715259815977;6386800
19/11/2013;22456.2578125;22456.2578125;22275.280583655138;22365.769198077567;8183550
20/11/2013;22169.712890625;22426.09732541454;22079.22426658163;22214.95720264668;8178150
21/11/2013;21717.275390625;22199.881510416668;21596.623860677086;22199.881510416668;9019800
22/11/2013;21868.080078125;21958.568685344828;21581.532821928882;21732.347167295262;8574600
25/11/2013;22094.306640625;22199.876706484643;21883.166508905717;21883.166508905717;6615300
26/11/2013;22305.447265625;22305.447265625;21943.492746101674;21988.737061042088;8586250
27/11/2013;22169.712890625;22260.201514668366;22018.898517219386;22124.468578603315;9351700
28/11/2013;22531.67578125;22531.67578125;22305.454136859942;22320.53557981928;10644900
29/11/2013;22531.67578125;22607.082996046687;22395.942794615963;22607.082996046687;6752200
02/12/2013;22124.470703125;22667.402499520707;22124.470703125;22622.1581831544;7487800
03/12/2013;22033.984375;22290.368861225186;21973.658613535248;22079.228696098562;7798600
04/12/2013;21596.6171875;21913.327355752444;21581.53575091655;21868.083046002095;10844000
05/12/2013;21717.275390625;21807.764038085938;21445.809448242188;21611.705301920574;10479650
06/12/2013;21536.30078125;21928.41830247724;21536.30078125;21928.41830247724;9147450
09/12/2013;21928.412109375;21928.412109375;21717.271965268224;21717.271965268224;6996900
10/12/2013;21717.275390625;21883.171244303387;21581.542419433594;21732.356831868492;7755600
11/12/2013;21415.642578125;21777.59710057218;21355.3168243838;21506.131208736795;10629150
12/12/2013;21264.826171875;21264.826171875;21053.68605385638;21053.68605385638;14962050
13/12/2013;20963.19921875;21279.90942277428;20963.19921875;21264.82798448741;10053250
16/12/2013;21114.015625;21174.34138392857;20857.63114955357;20978.282667410713;8954400
17/12/2013;21038.611328125;21370.403047995074;21008.44844450045;21370.403047995074;7762400
18/12/2013;21129.103515625;21264.83651465471;21023.533405268558;21189.429292971538;10899200
19/12/2013;21521.216796875;21626.78688627803;21385.483824785388;21385.483824785388;10552400
20/12/2013;21521.216796875;21521.216796875;21310.07661806894;21310.07661806894;8407400
23/12/2013;21611.69921875;21687.10640374215;21551.37347075628;21672.02496674372;10639200
24/12/2013;21340.23828125;21596.622769434627;21340.23828125;21566.45988847173;10980350
26/12/2013;21234.666015625;21340.236088145863;21129.095943104137;21234.666015625;12307800
27/12/2013;21262.08203125;21490.542798061426;21246.851313462572;21475.312080273998;10510000
30/12/2013;20896.544921875;21277.312868702167;20713.77630739796;21262.082150829083;16908100
02/01/2014;19937.015625;20637.62885551948;19830.40056818182;20531.0137987013;31025000
03/01/2014;19739.01171875;19967.47250253183;19601.935248480902;19799.934594425155;26496600
06/01/2014;19906.546875;20104.546193573067;19739.008990053557;19845.62400774675;19735800
07/01/2014;19860.85546875;20074.085512126152;19723.779012293904;19799.932599213957;19763200
08/01/2014;19662.85546875;19860.85478795507;19601.932601302284;19799.93192050736;20474650
09/01/2014;19419.16796875;19906.55100796569;19419.16796875;19906.55100796569;21250950
10/01/2014;19373.4765625;19586.706650452044;19373.4765625;19419.16872420401;18189150
13/01/2014;19723.775390625;19754.23681979971;19388.699669703186;19541.006815576737;16449350
14/01/2014;19997.93359375;20256.85581088157;19647.62706468964;19754.24209527323;14716650
15/01/2014;19784.701171875;20272.084110674077;19769.470455037528;20256.853393836605;11747450
16/01/2014;19815.16796875;19952.244457388548;19693.322201071293;19799.937247790163;9752450
17/01/2014;19678.08203125;20028.388445119002;19678.08203125;19815.158454068307;12774250
20/01/2014;20043.625;20089.317154255317;19739.010638297874;19876.08710106383;8682800
21/01/2014;20165.470703125;20211.16285728616;19967.471368426643;20028.394240641523;7562300
22/01/2014;20226.388671875;20226.388671875;19982.697242093374;20013.158670816076;10826500
23/01/2014;19784.701171875;20135.007659136838;19784.701171875;20043.62335811201;10336950
24/01/2014;19906.546875;20074.084759946443;19662.855405986993;19799.93185730681;14001750
27/01/2014;19678.08203125;19860.85059500774;19571.467035724654;19693.31274489648;13346300
28/01/2014;19541.005859375;19693.312997795692;19388.698720954304;19388.698720954304;11701350
29/01/2014;19495.322265625;19617.168029785156;19449.63010406494;19495.322265625;19181850
03/02/2014;19373.4765625;19617.16809158805;19358.245841931996;19586.706650452044;16259200
04/02/2014;19023.16796875;19236.39803405224;19023.16796875;19236.39803405224;16033000
05/02/2014;18840.3984375;19114.551365450687;18794.70628284155;18962.24418325586;14926650
06/02/2014;19175.46875;19297.31446088165;18886.085186656077;18962.238755957107;15197450
07/02/2014;19419.16796875;19480.090848651962;19236.399329044118;19419.16796875;9943600
10/02/2014;19449.626953125;19510.54982533526;19221.166182336532;19358.242644809612;7799650
11/02/2014;19967.46875;20028.39161422578;19373.470823798627;19510.547268306636;12684000
12/02/2014;19906.546875;20272.08407851951;19876.085441373372;20272.08407851951;10027400
13/02/2014;19769.470703125;20104.546477754237;19647.624966896186;19799.932137182204;5838450
14/02/2014;19815.16796875;19921.78301546887;19678.091480111452;19739.014363950806;6220750
17/02/2014;19571.4765625;19891.321704766535;19495.32295719844;19678.09160992218;9386650
18/02/2014;19723.775390625;19784.69824897442;19525.77610098938;19571.468244751446;5910650
19/02/2014;19647.626953125;19799.93413880814;19495.319767441862;19799.93413880814;6179750
20/02/2014;19586.705078125;19739.012271578536;19510.55148139823;19647.627955506414;9543300
21/02/2014;20256.853515625;20302.545666412123;19799.93200775376;20302.545666412123;14346200
24/02/2014;20226.388671875;20485.310816017976;20119.773671345538;20317.772958043108;7425050
25/02/2014;20317.779296875;20409.1636115536;20195.9335439702;20287.3178586488;8785300
26/02/2014;20439.626953125;20454.85767365639;20180.704704091375;20363.47335046805;12918050
27/02/2014;20424.400390625;20439.631114257085;20256.862430672074;20333.016048832495;7891350
28/02/2014;20546.23828125;20546.23828125;20287.31607904003;20363.469667925314;14232350
03/03/2014;20180.697265625;20409.157989386793;20119.774405955188;20348.23512971698;12104150
04/03/2014;20028.39453125;20241.62458709601;20028.39453125;20104.548122623575;7900150
05/03/2014;20256.853515625;20424.391401844452;20256.853515625;20333.007100270206;7491500
06/03/2014;20195.931640625;20241.62379365809;19952.240157781864;20241.62379365809;8616750
07/03/2014;20393.931640625;20393.931640625;20241.624458842885;20393.931640625;7548650
10/03/2014;20104.548828125;20256.856016216858;20058.856671697442;20104.548828125;8657600
11/03/2014;20135.013671875;20211.167278803423;19937.014293861102;20104.552229103632;9079800
12/03/2014;19708.54296875;20104.541513717155;19693.312255482033;20104.541513717155;12579250
13/03/2014;19647.626953125;19997.93348019622;19647.626953125;19708.549827398256;11750200
14/03/2014;19419.16796875;19571.4751685049;19343.01436887255;19343.01436887255;10836800
17/03/2014;19282.0859375;19434.393093404426;19160.24021277646;19419.16237781398;8820000
18/03/2014;19464.86328125;19541.016893461463;19282.094611942488;19343.01750171166;11045600
19/03/2014;19327.779296875;19571.470761611014;19312.548580329;19495.31717888101;7638550
20/03/2014;19221.162109375;19373.469257626784;19221.162109375;19343.007827976428;5939400
21/03/2014;19388.705078125;19388.705078125;19221.16717092989;19327.782202781324;8321300
24/03/2014;19388.705078125;19403.93579696092;19175.475014422133;19190.70573325805;7073900
25/03/2014;18992.705078125;19343.011587184243;18901.32077141389;19327.780869399056;13625000
26/03/2014;19571.4765625;19647.630167801555;19007.939883268482;19327.785025535017;17444700
27/03/2014;20302.544921875;20302.544921875;19571.470536091056;19647.62411794355;20877850
28/03/2014;20333.01171875;20378.70387991573;20104.55091292135;20104.55091292135;10648700
31/03/2014;20454.859375;20485.320818596425;20135.014217237527;20485.320818596425;13259850
01/04/2014;20393.931640625;20485.315949694268;20272.085895199307;20485.315949694268;11081000
02/04/2014;20668.08203125;20668.08203125;20454.85200292465;20561.467017087325;13100050
03/04/2014;21170.697265625;21246.850852911422;20576.699284790917;20576.699284790917;19098800
04/04/2014;21018.388671875;21277.310851166214;20972.696522588318;20972.696522588318;18400350
07/04/2014;21277.3125;21277.3125;20927.005994989264;21277.3125;10761750
08/04/2014;21231.625;21307.77860473458;20942.24130200861;21125.009953371595;10608200
09/04/2014;20881.3125;21246.849699124727;20774.69748358862;21231.61898249453;16061600
10/04/2014;21018.388671875;21018.388671875;20713.774343297104;20850.850791157158;9999200
11/04/2014;20789.935546875;20835.627712912086;20698.551214800824;20744.24338083791;10659350
14/04/2014;20866.08203125;21109.7735002281;20789.928447194343;20789.928447194343;10586000
15/04/2014;20866.08203125;21125.004217039233;20850.851314438867;21109.7735002281;10969800
16/04/2014;21018.388671875;21201.15726902174;20759.466492583786;20866.081507586052;9308550
17/04/2014;20866.08203125;21018.389199361314;20805.159164005472;20957.466332116786;7241650
18/04/2014;20987.927734375;21003.158451163374;20866.082000068036;20866.082000068036;9518350
21/04/2014;21018.388671875;21109.77297044837;20942.235089730526;21003.157955446106;3299250
22/04/2014;20942.23046875;21079.306886363636;20881.307616477272;20926.99975568182;6084300
23/04/2014;21155.46484375;21246.84914113121;21048.849830138588;21231.618424901008;9500750
24/04/2014;21429.623046875;21460.08448688477;21307.77728683591;21460.08448688477;10546200
25/04/2014;21307.779296875;21749.47021868299;21292.548575433346;21627.62444714975;15269800
28/04/2014;21140.236328125;21414.389248806736;21048.852021231087;21383.927813175433;9431450
29/04/2014;20713.779296875;21246.854499368106;20576.702816233916;21155.47017894072;10909200
30/04/2014;20454.859375;21033.626803332092;20195.93710443038;21018.39608153388;15047300
02/05/2014;20500.5390625;20698.538325362184;20470.07763744428;20622.384762722882;14943350
07/05/2014;20470.08984375;20652.858503069197;20409.166957310266;20561.4741734096;14189700
08/05/2014;20561.46875;20637.622337962963;20470.084444444445;20637.622337962963;16281900
09/05/2014;20333.01171875;20683.318287687267;20195.93523525281;20652.856846910112;13157050
12/05/2014;21140.236328125;21246.851352834565;20287.316130448486;20348.239001711096;15944800
13/05/2014;21323.005859375;21703.773821149553;21140.237237723213;21140.237237723213;12107400
14/05/2014;21551.466796875;21551.466796875;21338.236736693907;21460.082485368817;11103750
15/05/2014;21475.30859375;21612.385031582446;21368.693586546986;21536.231455008867;6806700
16/05/2014;21749.470703125;21886.5471991531;21307.779771478905;21323.010493259804;15856500
19/05/2014;22054.07421875;22084.53564722894;21444.84564917127;21749.459933960636;19281050
20/05/2014;22099.77734375;22145.469509174705;21856.085794818227;22008.393012900586;16007300
21/05/2014;21947.4609375;22084.537376387925;21856.07664490805;21856.07664490805;10842500
22/05/2014;21719.0078125;22054.08366935484;21719.0078125;21947.468623991936;9540000
23/05/2014;21749.470703125;21749.470703125;21399.164102164304;21399.164102164304;8511650
26/05/2014;21658.076171875;21810.38331795007;21551.46116962245;21627.614742659985;3735600
27/05/2014;21429.623046875;21673.31456695318;21368.700166855455;21581.93024692386;4748400
28/05/2014;21825.615234375;21856.07666526736;21460.078063666697;21612.38521812849;9200950
29/05/2014;22236.853515625;22313.00712355522;21932.239083904107;22084.546299764555;12521500
30/05/2014;21977.921875;22571.919763513513;21977.921875;22389.151182432433;15831050
02/06/2014;22160.697265625;22206.389424935565;21917.005749301974;21977.92862838273;7439450
03/06/2014;22389.154296875;22769.922227093964;22313.00071083121;22602.38433779762;17234250
05/06/2014;22191.15625;22541.462765957447;22084.541223404256;22328.232712765956;13507050
09/06/2014;21460.080078125;22434.845958181777;21353.46505999379;22389.153807554118;22269600
10/06/2014;21871.314453125;21901.775893867514;21399.16212161603;21642.853647556145;9214100
11/06/2014;21658.076171875;21779.921888735054;21505.76902579993;21505.76902579993;8625750
12/06/2014;21521.001953125;21779.924128074133;21338.23335904326;21779.924128074133;12943150
13/06/2014;20820.388671875;21383.92516116496;20759.465808167977;21353.463729311447;18589050
16/06/2014;20927.009765625;21048.85552845251;20744.241121383733;21018.394087745633;15319950
17/06/2014;20927.009765625;20987.932647038757;20576.703197495906;20713.779680676857;13476750
18/06/2014;20683.314453125;20957.467369293077;20652.853017995214;20911.7752165984;11044350
19/06/2014;20150.234375;20546.23293414588;20104.54223356009;20485.310078892668;22339700
20/06/2014;19815.16796875;20256.85887658532;19739.014363950806;20256.85887658532;23902650
23/06/2014;20135.013671875;20287.320885731846;20043.629343560893;20119.782950489316;12488250
24/06/2014;20485.3125;20622.388940520446;20287.313197026022;20409.158921933085;11890850
25/06/2014;20104.548828125;20302.548172644412;20074.08739050663;20256.856016216858;10231900
26/06/2014;20180.697265625;20454.85013413915;19906.544397110847;19937.005826945755;12765300
27/06/2014;19975.009765625;20096.901510952994;19898.827424795003;19914.063892961003;8953050
30/06/2014;20142.615234375;20173.088177240923;19944.541105746503;19959.777577179462;8881050
01/07/2014;19959.775390625;20020.721269680344;19822.647162750476;19929.30245109733;8725400
02/07/2014;20264.501953125;20279.73842075893;19898.826729910714;20066.42787388393;11139250
03/07/2014;20081.6640625;20355.920476100153;20051.19112765554;20355.920476100153;8543050
04/07/2014;19898.822265625;20203.551549937787;19853.11287297808;20142.605693075227;5978850
07/07/2014;19685.51171875;19822.639896357392;19655.038790392802;19670.275254571403;9437050
08/07/2014;19731.22265625;20096.89782516892;19609.330933277026;19715.98619087838;12073200
09/07/2014;19929.3046875;19929.3046875;19548.392900659404;19609.3387865539;11829900
10/07/2014;19898.822265625;19975.004586703195;19837.87640876244;19929.295194056278;8960200
11/07/2014;19563.62109375;19837.87746422313;19533.14816369743;19807.40453417056;10779600
14/07/2014;19594.095703125;19807.406231774883;19594.095703125;19776.933299110617;7082150
15/07/2014;20112.138671875;20157.84807794744;19761.699891986267;19807.409298058712;11976050
16/07/2014;20127.37890625;20157.851849332892;19975.014190835544;20005.487133918436;9114200
17/07/2014;20264.501953125;20340.684291294645;20112.137276785714;20203.556082589286;10922700
18/07/2014;20462.580078125;20462.580078125;20020.722429379188;20035.958900025595;9742650
21/07/2014;20614.9375;20721.59275683666;20462.572847376203;20553.99163895048;8059950
22/07/2014;20538.76171875;20691.12641992767;20493.0523083967;20538.76171875;6300950
23/07/2014;20386.390625;20675.883466461135;20340.68122897982;20630.174070440957;6417300
24/07/2014;20645.412109375;20691.12150887915;20279.73691334179;20569.22977686808;8051700
25/07/2014;20645.412109375;20645.412109375;20340.682779347324;20508.283910862545;8790150
28/07/2014;20691.123046875;20828.25125558036;20477.8125;20645.413643973214;8992550
29/07/2014;21117.740234375;21148.21316400613;20614.93689546131;20645.40982509244;12809300
30/07/2014;21254.873046875;21452.94713261649;20934.90721606183;21148.217769937277;17359450
31/07/2014;20462.580078125;21102.511845274104;20355.92478360015;20934.910668163626;24351350
01/08/2014;19685.51171875;20234.024429179568;19685.51171875;19883.585753071788;28231050
04/08/2014;20066.427734375;20066.427734375;19670.27957864702;19807.407786399013;12066750
05/08/2014;20051.193359375;20127.375704965332;19807.40985348594;19822.646322604007;8626450
06/08/2014;19807.4140625;20051.197620192306;19731.231700721153;19898.832896634616;10830100
07/08/2014;19655.04296875;19837.88057776163;19578.860631661824;19807.40764292636;9527250
08/08/2014;19045.58203125;19578.858328125;19015.109099999998;19563.6218625;20621450
11/08/2014;19350.30859375;19533.146155265746;19152.234568774606;19426.490911048226;18619250
12/08/2014;19289.36328125;19715.984270092813;19228.417425701027;19350.309136798973;8995700
13/08/2014;19258.896484375;19426.497640489022;19015.112984572785;19426.497640489022;12845000
14/08/2014;19213.1875;19533.153350515466;19106.532216494845;19411.261597938144;10447350
18/08/2014;19045.58203125;19502.676;19045.58203125;19487.439534375;10518950
19/08/2014;19106.53515625;19396.02811316288;19091.298684833535;19258.899870414672;10044400
20/08/2014;19213.1875;19365.55219072165;19060.82280927835;19258.896907216495;9430600
21/08/2014;18817.037109375;19213.18525904605;18756.091240194837;19121.76645527581;17105400
22/08/2014;18999.876953125;18999.876953125;18817.039324065256;18969.404014948374;8407650
25/08/2014;18710.384765625;18756.094174661543;18603.729477873065;18756.094174661543;11577200
26/08/2014;18618.96484375;18817.038937832447;18603.728374974427;18817.038937832447;10719450
27/08/2014;18740.857421875;18847.51270801575;18618.96566628557;18634.20213573425;12171000
28/08/2014;18923.6953125;19167.478826992756;18832.27649456522;19167.478826992756;10311850
29/08/2014;18801.80078125;18862.74665088128;18710.38197680308;18862.74665088128;14558250
01/09/2014;18679.904296875;18847.505395786604;18649.431369800164;18832.268932249186;5664050
02/09/2014;18192.337890625;18664.668271369872;18192.337890625;18603.72241578989;15899600
03/09/2014;18116.158203125;18283.759330319597;17979.030008147605;18283.759330319597;21238750
04/09/2014;18436.126953125;18527.545764462808;18314.235204674587;18436.126953125;12099950
05/09/2014;18298.994140625;18527.54111157369;18207.575352245523;18512.304646843775;10770400
11/09/2014;18161.865234375;18390.412196216967;18161.865234375;18283.756947357382;23309200
12/09/2014;18298.994140625;18405.649393734388;18283.75767589509;18283.75767589509;10872350
15/09/2014;18283.7578125;18405.64953125;18222.811953124998;18390.41306640625;7161500
16/09/2014;18375.1796875;18512.307894123136;18298.99735048715;18405.65262230514;7092400
17/09/2014;18679.904296875;18679.904296875;18390.41148966405;18390.41148966405;7545750
18/09/2014;18436.126953125;18740.85632425103;18344.70814178719;18740.85632425103;9476750
19/09/2014;18436.126953125;18634.20104435692;18375.181078899794;18634.20104435692;13435050
22/09/2014;18100.921875;18344.70533459596;17979.03014520202;18344.70533459596;16022100
23/09/2014;17689.533203125;18055.20830809916;17689.533203125;17948.553069148362;19541400
24/09/2014;17521.93359375;17689.53469769022;17384.805417798914;17552.40652173913;15789200
25/09/2014;17613.357421875;17765.722105455232;17476.229206652788;17704.77623202314;19414500
26/09/2014;18055.21484375;18055.21484375;17491.465519514768;17552.411392405065;12413550
29/09/2014;18207.580078125;18283.76242154812;17826.668361009415;18177.107140755754;9401000
30/09/2014;18039.98046875;18100.926348711993;17750.487538930534;18055.216938740497;12379300
01/10/2014;17613.357421875;18024.74206754163;17613.357421875;17887.61385231942;11929800
02/10/2014;17384.80859375;17750.483796423094;17384.80859375;17750.483796423094;12732750
06/10/2014;17537.171875;17613.35420286707;17339.097822545613;17445.753081559513;21252900
07/10/2014;17704.77734375;18070.452607304218;17704.77734375;17704.77734375;10149150
08/10/2014;17217.2109375;17537.17680448009;17125.79211836283;17400.048575774337;14720550
10/10/2014;16836.296875;16973.42508484163;16744.878068438913;16760.114536199097;21837450
13/10/2014;16882.009765625;17171.50271286947;16424.915638396884;16485.8615220273;11344750
14/10/2014;17171.498046875;17460.990915455855;17064.842779503106;17171.498046875;16572550
15/10/2014;17141.033203125;17445.762682291668;17064.850833333334;17186.742625000003;14143600
16/10/2014;16988.658203125;17080.076991661997;16821.057090807175;17003.894667881166;15148300
17/10/2014;16592.509765625;16988.65784083735;16562.036836762512;16851.529660956152;16281750
20/10/2014;16851.53125;17019.13237454792;16775.34892066004;16988.659442811935;9476750
21/10/2014;16501.099609375;16760.11964017775;16470.626664574676;16668.700805776778;11766050
22/10/2014;16821.056640625;16821.056640625;16607.74613974751;16714.401390186253;11127700
23/10/2014;16668.693359375;16958.186205652994;16607.747497000684;16958.186205652994;8505900
24/10/2014;16942.94921875;16942.94921875;16638.219916254497;16805.821032627024;8378450
27/10/2014;16683.92578125;16927.70917166096;16562.03408604452;16775.34455265411;8388600
28/10/2014;16622.986328125;16760.11453798121;16546.803989315995;16607.749860363198;6243850
29/10/2014;17217.2109375;17217.2109375;16607.75214325221;16760.11684181416;13726100
30/10/2014;17994.267578125;18024.740512211578;16988.660753267886;17201.971291873942;24566950
31/10/2014;18954.169921875;19045.58874786475;18055.218132975784;18253.292255953576;38623150
03/11/2014;18817.037109375;19076.057053390687;18527.544230769232;19045.584118800605;13475800
04/11/2014;18542.787109375;18923.69892345419;18359.949438616986;18573.260054501334;13000300
05/11/2014;18314.236328125;18664.67512641691;18192.34457219738;18512.310431507383;10162150
06/11/2014;18344.703125;18436.12191133721;18177.102016715115;18253.28433866279;8570150
07/11/2014;18375.1796875;18558.017296330847;18207.578546071727;18558.017296330847;6030200
10/11/2014;19319.83984375;19335.076310503744;18618.96237307768;18679.908240092664;19202900
11/11/2014;18756.08984375;19213.183828569254;18695.143979107434;19121.765031605402;12141400
12/11/2014;18740.857421875;18801.803299669715;18573.256257939534;18756.09389132368;9079600
13/11/2014;18283.7578125;18771.3246875;18268.52134765625;18710.378828124998;11547150
14/11/2014;18192.337890625;18298.99313788997;17979.027396095058;18298.99313788997;10621750
17/11/2014;18359.947265625;18588.49432702282;18009.50843814834;18131.40020422718;9693950
18/11/2014;18588.484375;18695.139613217212;18512.302061987702;18588.484375;10754700
19/11/2014;18558.01953125;18862.74891599959;18466.600715825123;18862.74891599959;12502750
20/11/2014;18436.126953125;18588.491638688014;18375.181078899794;18375.181078899794;10024150
21/11/2014;18634.19921875;18679.908619940717;18542.78041636856;18573.253350495706;12336350
24/11/2014;18588.484375;19015.105327868852;18436.11974897541;18999.86886526639;10284300
25/11/2014;18131.400390625;18649.440401785712;18131.400390625;18649.440401785712;17811050
26/11/2014;18298.994140625;18451.358787924128;18009.501310756663;18131.39302859596;12287900
27/11/2014;19258.896484375;19822.64582766762;19258.896484375;19396.024703013747;44377800
28/11/2014;19609.33203125;19746.460227272728;19411.257970328283;19731.223761047982;9844550
01/12/2014;19731.22265625;19776.932052364864;19609.330933277026;19715.98619087838;12866850
02/12/2014;19731.22265625;19731.22265625;19289.36516047297;19731.22265625;9222700
03/12/2014;19776.93359375;19822.642993427387;19731.22419407261;19807.406526868257;9735500
04/12/2014;19807.4140625;19853.123479567308;19776.94111778846;19837.88700721154;8871350
05/12/2014;19837.8828125;20020.720442108293;19807.40987423195;20020.720442108293;5637800
08/12/2014;20096.8984375;20127.37136917172;19837.87851829037;19853.11498412623;7916550
09/12/2014;20553.9921875;20675.883912852114;20096.898217429578;20096.898217429578;13553100
10/12/2014;20066.427734375;20508.28529268698;20066.427734375;20508.28529268698;15977800
11/12/2014;19883.5859375;20096.896437978925;19715.98482998084;20066.423509339078;20490850
12/12/2014;19594.095703125;19868.352097103423;19411.258107139387;19853.115630771288;14397250
15/12/2014;19396.0234375;19502.678711704637;19197.94935683425;19502.678711704637;14337950
16/12/2014;19487.443359375;19639.80804553118;19319.842204603206;19350.315141834442;12894750
17/12/2014;19289.36328125;19548.383167333137;19091.289250715836;19487.43731178416;13088650
18/12/2014;19289.36328125;19487.43731178416;19076.052786828594;19289.36328125;11808250
19/12/2014;20234.025390625;20234.025390625;19609.330329619257;19715.985583937312;18356500
22/12/2014;20493.04296875;20523.515895097582;20081.65846305762;20493.04296875;17943850
23/12/2014;20401.62890625;20553.993573212283;20371.15597285754;20508.284173123597;10976350
24/12/2014;20462.580078125;20462.580078125;20401.63419553937;20401.63419553937;6257000
26/12/2014;20599.701171875;20645.41056796644;20462.572983600683;20462.572983600683;11488100
29/12/2014;20545.6015625;20823.871561089163;20545.6015625;20792.952672357034;9637450
30/12/2014;20514.677734375;20638.353259525717;20421.921090511965;20561.05605630652;10649100
02/01/2015;20561.056640625;20715.651051456767;20514.67831737547;20715.651051456767;8774950
05/01/2015;20607.4375;20653.81582895724;20298.24864028507;20653.81582895724;10139500
06/01/2015;20019.96875;20360.07632722008;19911.752702702703;20329.15745656371;15235500
07/01/2015;20205.482421875;20267.320164558627;19818.996530102333;20004.509758153214;14322750
08/01/2015;20313.701171875;20700.187115023306;20251.863420971273;20700.187115023306;14477600
09/01/2015;20313.701171875;20437.37667368246;20313.701171875;20313.701171875;9312400
12/01/2015;20344.625;20391.003324468085;20112.733377659577;20298.246675531915;8325400
13/01/2015;20700.1875;20715.646938013444;20097.269417475727;20313.70154966393;12293400
14/01/2015;20792.951171875;20947.545604379648;20638.356739370352;20700.19451237221;14332250
15/01/2015;20622.8984375;20854.79009909108;20545.60121696964;20792.95232266679;14103900
16/01/2015;20344.625;20622.894946808512;20298.246675531915;20622.894946808512;13568500
19/01/2015;20762.021484375;20854.778095623136;20406.454474590468;20545.589391462676;6672950
20/01/2015;21210.34765625;21210.34765625;20792.942855434583;20870.240040770772;13278050
